,block_index,trial,trial_onset(s),stimulus_type,resp_key,rt(s),correct,is_omission,is_comission
374,4.0,374,472.5400678999722,Go,space,0.4010739000514149,Correct,False,False
375,4.0,375,473.5390332001261,Go,space,0.4355071000754833,Correct,False,False
376,4.0,376,474.53951080003753,Go,space,0.4483477000612765,Correct,False,False
377,4.0,377,475.53740500006825,Go,space,0.3173031001351774,Correct,False,False
378,4.0,378,476.5384798999876,No_go,,0.0,Correct,False,False
379,4.0,379,477.5364471999928,Go,space,0.2660185999702662,Correct,False,False
380,4.0,380,478.53501709993,Go,space,0.3175200000405311,Correct,False,False
381,4.0,381,479.5351559999399,Go,space,0.3337379000149667,Correct,False,False
382,4.0,382,480.5330404001288,No_go,space,0.3508036998100579,Incorrect,False,True
383,4.0,383,481.5321035999805,Go,space,0.2679191997740417,Correct,False,False
384,4.0,384,482.5312550000381,Go,space,0.3842314002104103,Correct,False,False
385,4.0,385,483.5304099000059,Go,space,0.2337205000221729,Correct,False,False
386,4.0,386,484.52928119990975,Go,space,0.4002103998791426,Correct,False,False
387,4.0,387,485.5282511000987,Go,space,0.3834557998925447,Correct,False,False
388,4.0,388,486.5281046999153,Go,space,0.2488696000073105,Correct,False,False
389,4.0,389,487.5263944000472,Go,space,0.317591099999845,Correct,False,False
390,4.0,390,488.52642589993775,Go,space,0.3323334001470357,Correct,False,False
391,4.0,391,489.524682899937,Go,space,0.3837773001287132,Correct,False,False
392,4.0,392,490.52466859994456,Go,space,0.4157564998604357,Correct,False,False
393,4.0,393,491.5229448000901,Go,space,0.3176824999973178,Correct,False,False
394,4.0,394,492.52175770001486,Go,space,0.3338599000126123,Correct,False,False
395,4.0,395,493.52054770011455,Go,space,0.4362023998983204,Correct,False,False
396,4.0,396,494.51984290010296,Go,space,0.3009645000565797,Correct,False,False
397,4.0,397,495.5193541999906,Go,space,0.383367900038138,Correct,False,False
398,4.0,398,496.5184190000873,Go,space,0.3693037000484764,Correct,False,False
399,4.0,399,497.5177168999799,Go,space,0.383248200174421,Correct,False,False
400,4.0,400,498.5168566000648,Go,space,0.3017436999361962,Correct,False,False
401,4.0,401,499.51623810012825,Go,space,0.3671605999115854,Correct,False,False
402,4.0,402,500.51512319990434,Go,space,0.332818099996075,Correct,False,False
403,4.0,403,501.5136528001167,Go,space,0.3501170999370515,Correct,False,False
404,4.0,404,502.5131294999737,Go,space,0.3162710999604314,Correct,False,False
405,5.0,405,522.1016844001133,Go,space,0.4421165999956429,Correct,False,False
406,5.0,406,523.0922042001039,Go,space,0.3508586999960243,Correct,False,False
407,5.0,407,524.0927301000338,No_go,space,0.3169629999902099,Incorrect,False,True
408,5.0,408,525.0924452999607,Go,space,0.2517591000068933,Correct,False,False
409,5.0,409,526.091259600129,Go,space,0.3518236000090837,Correct,False,False
410,5.0,410,527.089510000078,Go,space,0.3670661998912692,Correct,False,False
411,5.0,411,528.0883538001217,Go,space,0.3187724000308662,Correct,False,False
412,5.0,412,529.0875021000393,Go,space,0.3502265000715852,Correct,False,False
413,5.0,413,530.0869418000802,Go,space,0.3166962000541389,Correct,False,False
414,5.0,414,531.0860566999763,No_go,,0.0,Correct,False,False
415,5.0,415,532.0845743000973,Go,space,0.3511248999275267,Correct,False,False
416,5.0,416,533.0841467999853,Go,space,0.3522683999035507,Correct,False,False
417,5.0,417,534.0832398999482,Go,space,0.3994966000318527,Correct,False,False
418,5.0,418,535.0826048001181,Go,space,0.3327206000685692,Correct,False,False
419,5.0,419,536.0809742999263,Go,space,0.3338536999654025,Correct,False,False
420,5.0,420,537.0800964999944,Go,space,0.3335527998860925,Correct,False,False
421,5.0,421,538.0798762000632,No_go,space,0.3359556999057531,Incorrect,False,True
422,5.0,422,539.0784406999592,Go,space,0.250278300140053,Correct,False,False
423,5.0,423,540.0776007999666,Go,space,0.3002146000508219,Correct,False,False
424,5.0,424,541.0769962000195,Go,space,0.2499281000345945,Correct,False,False
425,5.0,425,542.0790452000219,Go,space,0.263907500077039,Correct,False,False
426,5.0,426,543.0748133000452,No_go,space,0.3196439000312239,Incorrect,False,True
427,5.0,427,544.073496799916,Go,space,0.2499577000271529,Correct,False,False
428,5.0,428,545.0717343001161,Go,space,0.3677064999938011,Correct,False,False
429,5.0,429,546.0724832999986,Go,space,0.3003078999463469,Correct,False,False
430,5.0,430,547.0711731999181,No_go,,0.0,Correct,False,False
431,5.0,431,548.0701278999913,Go,space,0.3529938000719994,Correct,False,False
432,5.0,432,549.0690107999835,Go,space,0.4009716999717057,Correct,False,False
433,5.0,433,550.0686596999876,No_go,,0.0,Correct,False,False
434,5.0,434,551.0674046000931,Go,space,0.3163131000474095,Correct,False,False
435,5.0,435,552.0667087000329,Go,space,0.3167227001395076,Correct,False,False
436,5.0,436,553.0654945001006,Go,space,0.3545959000475704,Correct,False,False
437,5.0,437,554.0639979001135,Go,space,0.3010464000981301,Correct,False,False
438,5.0,438,555.0633491000626,Go,space,0.2345553999766707,Correct,False,False
439,5.0,439,556.0630914000794,Go,space,0.4000063999556005,Correct,False,False
440,5.0,440,557.0620059000794,No_go,,0.0,Correct,False,False
441,5.0,441,558.0608979999088,Go,space,0.3342546999920159,Correct,False,False
442,5.0,442,559.0608701000456,Go,space,0.3994177998974919,Correct,False,False
443,5.0,443,560.0578377000056,No_go,space,0.3182641000021249,Incorrect,False,True
444,5.0,444,561.0586945000105,Go,space,0.3662048000842333,Correct,False,False
445,5.0,445,562.0571964001283,Go,space,0.3336518998257816,Correct,False,False
446,5.0,446,563.0555986999534,Go,,0.0,Incorrect,True,False
447,5.0,447,564.0547748000827,Go,space,0.3674662001430988,Correct,False,False
448,5.0,448,565.0538079000544,Go,space,0.3573491999413818,Correct,False,False
449,5.0,449,566.0533535000868,No_go,space,0.3507405000273138,Incorrect,False,True
450,5.0,450,567.0522392001003,Go,space,0.2673486999701708,Correct,False,False
451,5.0,451,568.0517639999744,No_go,,0.0,Correct,False,False
452,5.0,452,569.0504540000111,Go,space,0.4832490999251604,Correct,False,False
453,5.0,453,570.0499728999566,Go,space,0.4698846000246703,Correct,False,False
454,5.0,454,571.0490190999117,Go,space,0.4334635001141578,Correct,False,False
455,5.0,455,572.0507976999506,Go,space,0.5983127001672983,Correct,False,False
456,5.0,456,573.046860900009,Go,space,0.4337293999269604,Correct,False,False
457,5.0,457,574.0460318000987,No_go,,0.0,Correct,False,False
458,5.0,458,575.0450959000736,No_go,space,0.3502780999988317,Incorrect,False,True
459,5.0,459,576.0447752999607,Go,space,0.3988620999734849,Correct,False,False
460,5.0,460,577.0441702001262,Go,space,0.4332808000035584,Correct,False,False
461,5.0,461,578.0426773000509,Go,space,0.3694307000841945,Correct,False,False
462,5.0,462,579.0409053999465,Go,space,0.417375799966976,Correct,False,False
463,5.0,463,580.0404817000963,Go,space,0.3994347001425922,Correct,False,False
464,5.0,464,581.0393197000958,Go,space,0.3830484000500291,Correct,False,False
465,5.0,465,582.0390902999789,Go,space,0.3330988001544028,Correct,False,False
466,5.0,466,583.0377537000459,Go,space,0.3001957999076694,Correct,False,False
467,5.0,467,584.036425499944,No_go,,0.0,Correct,False,False
468,5.0,468,585.0363215999678,Go,space,0.3662347001954913,Correct,False,False
469,5.0,469,586.0349892999511,No_go,,0.0,Correct,False,False
470,5.0,470,587.0339764999226,Go,space,0.4501946000382304,Correct,False,False
471,5.0,471,588.0325869000517,Go,space,0.4838865001220256,Correct,False,False
472,5.0,472,589.0317394000012,Go,space,0.3026089000049978,Correct,False,False
473,5.0,473,590.0312858999241,Go,space,0.3499082000926137,Correct,False,False
474,5.0,474,591.0302514000796,No_go,,0.0,Correct,False,False
475,5.0,475,592.0289467999246,Go,space,0.3501023000571877,Correct,False,False
476,5.0,476,593.0288048000075,Go,space,0.3542423998005688,Correct,False,False
477,5.0,477,594.0272842000704,Go,space,0.4167525998782366,Correct,False,False
478,5.0,478,595.0279177001212,Go,space,0.3812981001101434,Correct,False,False
479,5.0,479,596.0255827000365,Go,space,0.3832152001559734,Correct,False,False
480,5.0,480,597.0245089000091,Go,space,0.334059199783951,Correct,False,False
481,5.0,481,598.0237223000731,Go,space,0.3332403998356312,Correct,False,False
482,5.0,482,599.0546558001079,Go,space,0.2850119001232087,Correct,False,False
483,5.0,483,600.054233700037,No_go,,0.0,Correct,False,False
484,5.0,484,601.0531830000691,No_go,space,0.3036105998326093,Incorrect,False,True
485,5.0,485,602.0537459000479,Go,space,0.3823390000034123,Correct,False,False
486,5.0,486,603.0527939000167,Go,space,0.3859004999976605,Correct,False,False
487,5.0,487,604.0509065000806,Go,space,0.3511266000568867,Correct,False,False
488,5.0,488,605.0495064000133,Go,space,0.3674890000838786,Correct,False,False
489,5.0,489,606.0492877999786,Go,space,0.3674771001096815,Correct,False,False
490,5.0,490,607.0482866000384,No_go,,0.0,Correct,False,False
491,5.0,491,608.0470996000804,Go,space,0.250250699929893,Correct,False,False
492,5.0,492,609.0460004000925,Go,space,0.3507334999740124,Correct,False,False
493,5.0,493,610.0459551000968,Go,space,0.367236299905926,Correct,False,False
494,5.0,494,611.044525400037,Go,space,0.3502154999878257,Correct,False,False
495,6.0,495,623.4641086999327,Go,space,0.468709000153467,Correct,False,False
496,6.0,496,624.4662955000531,No_go,,0.0,Correct,False,False
497,6.0,497,625.4640798999462,Go,space,0.3836833001114428,Correct,False,False
498,6.0,498,626.4633220999967,No_go,,0.0,Correct,False,False
499,6.0,499,627.4628954001237,Go,space,0.3839926000218838,Correct,False,False
500,6.0,500,628.4622681001201,Go,space,0.4656979001592845,Correct,False,False
501,6.0,501,629.4605334000662,Go,space,0.433382400078699,Correct,False,False
502,6.0,502,630.4597583001014,Go,space,0.3658181999344378,Correct,False,False
503,6.0,503,631.4599679000676,No_go,space,0.3347426000982523,Incorrect,False,True
504,6.0,504,632.4572986001149,Go,space,0.284149199957028,Correct,False,False
505,6.0,505,633.4568030999508,Go,space,0.3838479998521507,Correct,False,False
506,6.0,506,634.4556513999123,Go,space,0.38413120014593,Correct,False,False
507,6.0,507,635.4555252001155,Go,space,0.3498456999659538,Correct,False,False
508,6.0,508,636.4541619000956,Go,space,0.301645299885422,Correct,False,False
509,6.0,509,637.4532900999766,Go,space,0.3505712000187486,Correct,False,False
510,6.0,510,638.4524588000495,No_go,space,0.3836408001370728,Incorrect,False,True
511,6.0,511,639.455633000005,Go,space,0.3293182000052184,Correct,False,False
512,6.0,512,640.4507621000521,Go,space,0.3504381000529974,Correct,False,False
513,6.0,513,641.4500474000815,Go,space,0.3832884998992085,Correct,False,False
514,6.0,514,642.4493873000611,Go,space,0.6326976001728326,Correct,False,False
515,6.0,515,643.4472712001298,Go,space,0.4010280999355018,Correct,False,False
516,6.0,516,644.4479656999465,Go,space,0.4156905999407172,Correct,False,False
517,6.0,517,645.4453845000826,Go,space,0.367759499931708,Correct,False,False
518,6.0,518,646.4447085999418,Go,space,0.4169626000802964,Correct,False,False
519,6.0,519,647.4439910999499,Go,space,0.3337401999160647,Correct,False,False
520,6.0,520,648.4428340999875,No_go,,0.0,Correct,False,False
521,6.0,521,649.4415148999542,Go,space,0.3362878998741507,Correct,False,False
522,6.0,522,650.4409592999145,Go,space,0.3505840001162141,Correct,False,False
523,6.0,523,651.4400414999109,Go,space,0.3760240001138299,Correct,False,False
524,6.0,524,652.43897249992,Go,space,0.4067909999284893,Correct,False,False
525,6.0,525,653.4377969999332,No_go,,0.0,Correct,False,False
526,6.0,526,654.4381721999962,Go,space,0.3506815999280661,Correct,False,False
527,6.0,527,655.4359391001053,Go,space,0.4176129000261426,Correct,False,False
528,6.0,528,656.4351671000477,No_go,space,0.3676620998885482,Incorrect,False,True
529,6.0,529,657.4353670000564,Go,space,0.2161097000353038,Correct,False,False
530,6.0,530,658.4334019001108,Go,space,0.3513133998494595,Correct,False,False
531,6.0,531,659.4323307999875,No_go,,0.0,Correct,False,False
532,6.0,532,660.4323269999586,Go,space,0.3539454999845475,Correct,False,False
533,6.0,533,661.430748200044,Go,space,0.4166553001850843,Correct,False,False
534,6.0,534,662.4294277001172,Go,space,0.3343428999651223,Correct,False,False
535,6.0,535,663.4289907000493,Go,space,0.3671621000394225,Correct,False,False
536,6.0,536,664.4274878001306,Go,space,0.4193259999155998,Correct,False,False
537,6.0,537,665.4265390001237,Go,space,0.4346014999318868,Correct,False,False
538,6.0,538,666.4264682999346,Go,space,0.5668732998892665,Correct,False,False
539,6.0,539,667.424805500079,Go,space,0.3341254000551998,Correct,False,False
540,6.0,540,668.4242350999266,Go,space,0.3671845998615026,Correct,False,False
541,6.0,541,669.4224686000962,No_go,space,0.3502267000731081,Incorrect,False,True
542,6.0,542,670.4219766000751,Go,space,0.3167728998232633,Correct,False,False
543,6.0,543,671.4215341000818,Go,space,0.3160723999608308,Correct,False,False
544,6.0,544,672.4204998000059,Go,space,0.3838119001593441,Correct,False,False
545,6.0,545,673.4193587999325,Go,space,0.4340286001097411,Correct,False,False
546,6.0,546,674.4181496000383,Go,space,0.4341472999658435,Correct,False,False
547,6.0,547,675.418070100015,Go,space,0.4660499999299645,Correct,False,False
548,6.0,548,676.4164509000257,Go,space,0.4338579000905156,Correct,False,False
549,6.0,549,677.4154531999957,No_go,,0.0,Correct,False,False
550,6.0,550,678.4145325999707,Go,space,0.3684326999355107,Correct,False,False
551,6.0,551,679.4147350001149,Go,space,0.3652174000162631,Correct,False,False
552,6.0,552,680.4140653999057,No_go,,0.0,Correct,False,False
553,6.0,553,681.4125844999216,Go,space,0.3827317000832408,Correct,False,False
554,6.0,554,682.4112726999447,Go,space,0.566499600186944,Correct,False,False
555,6.0,555,683.4104037999641,Go,space,0.3714305001776665,Correct,False,False
556,6.0,556,684.4088501001243,Go,space,0.3674331000074744,Correct,False,False
557,6.0,557,685.4081880000886,Go,space,0.3338055000640452,Correct,False,False
558,6.0,558,686.4074683000799,No_go,,0.0,Correct,False,False
559,6.0,559,687.4061716001015,Go,space,0.3888296000659466,Correct,False,False
560,6.0,560,688.4052307000384,Go,space,0.4404469998553395,Correct,False,False
561,6.0,561,689.4044437000994,Go,space,0.4503500999417156,Correct,False,False
562,6.0,562,690.4035887999926,Go,space,0.4167659000959247,Correct,False,False
563,6.0,563,691.4028845999856,Go,space,0.433283600024879,Correct,False,False
564,6.0,564,692.4015754999127,Go,space,0.367159399902448,Correct,False,False
565,6.0,565,693.4008289999329,Go,space,0.4008627000730485,Correct,False,False
566,6.0,566,694.4001861000434,Go,space,0.3843334000557661,Correct,False,False
567,6.0,567,695.3993003999349,Go,space,0.3846501999069005,Correct,False,False
568,6.0,568,696.3979364000261,Go,space,0.41654759994708,Correct,False,False
569,6.0,569,697.3974550000858,Go,space,0.3530216000508517,Correct,False,False
570,6.0,570,698.3966705999337,Go,space,0.3660444000270217,Correct,False,False
571,6.0,571,699.3952915000264,No_go,,0.0,Correct,False,False
572,6.0,572,700.3943276000209,Go,space,0.4336359999142587,Correct,False,False
573,6.0,573,701.3936646999791,No_go,,0.0,Correct,False,False
574,6.0,574,702.3929926999845,Go,space,0.416777899954468,Correct,False,False
575,6.0,575,703.3916041001212,Go,space,0.5002304001245648,Correct,False,False
576,6.0,576,704.3910779999569,No_go,,0.0,Correct,False,False
577,6.0,577,705.3903381000273,Go,space,0.3495332000311464,Correct,False,False
578,6.0,578,706.3908281000331,Go,space,0.3983827999327332,Correct,False,False
579,6.0,579,707.3876294000074,No_go,,0.0,Correct,False,False
580,6.0,580,708.3865883001126,Go,space,0.4005734999664128,Correct,False,False
581,6.0,581,709.3871003000531,Go,space,0.3989681999664753,Correct,False,False
582,6.0,582,710.3851423999295,No_go,,0.0,Correct,False,False
583,6.0,583,711.3843960999511,Go,space,0.3672198001295328,Correct,False,False
584,6.0,584,712.3833173001185,No_go,,0.0,Correct,False,False
